"NCT_id","matched_string","criteria_string","parent_concept_id","parent_concept_name","w.mod"
"NCT02294474","proliferative diabetic retinopathy","ening visit.

          -  Hospitalization for diabetic ketoacidosis in the last 6 months before screening visit.

          -  Unstable proliferative diabetic retinopathy or any other rapidly progres",380096,"Proliferative retinopathy with diabetes mellitus",FALSE
"NCT03547206","proliferative diabetic retinopathy","dition that appears consistent with a
             reduction in visual acuity to <20/25, diabetic retinopathy beyond mild
             non-proliferative diabetic retinopathy not involving the macula, ",380096,"Proliferative retinopathy with diabetes mellitus",FALSE
"NCT03635814","proliferative diabetic retinopathy","esolved (e.g., foveal atrophy,
                  abnormal pigmentation, dense subfoveal hard exudate)

               3. Subject who has proliferative diabetic retinopathy.

               4. Subject ",380096,"Proliferative retinopathy with diabetes mellitus",FALSE
"NCT02461771","proliferative diabetic retinopathy","e study eye including amblyopia, anterior ischemic
             optic neuropathy, clinically significant diabetic macular edema, severe non
             proliferative diabetic retinopathy, or prolifer",380096,"Proliferative retinopathy with diabetes mellitus",TRUE
"NCT00717457","proliferative diabetic retinopathy","ithin the previous 6 months;

          -  evidence of clinically significant diabetic complications;

          -  known proliferative diabetic retinopathy;

          -  myocardial infarction (MI), ",380096,"Proliferative retinopathy with diabetes mellitus",TRUE
"NCT01310166","proliferative diabetic retinopathy"," History or presence of malignancy in the last 5 years

          -  Diabetic patients with moderate or severe non-proliferative diabetic retinopathy or
             proliferative diabetic retinopathy",380096,"Proliferative retinopathy with diabetes mellitus",TRUE
"NCT00060892","proliferative diabetic retinopathy","y of malignant neoplasm (clinical, laboratory or imaging), except
             for basal cell carcinoma of the skin.

          -  Subjects who have proliferative diabetic retinopathy or severe, non-p",380096,"Proliferative retinopathy with diabetes mellitus",TRUE
"NCT03272451","proliferative diabetic retinopathy","ctive bleeding or significant increased risk of bleeding, severe hepatic
             insufficiency, current peptic ulceration, proliferative diabetic retinopathy

          -  Uncontrolled hypertensi",380096,"Proliferative retinopathy with diabetes mellitus",TRUE
"NCT01487044","diabetic macular edema","ics, with an age of 18 years of older

          -  Vision of 20/40-20/400 in the Study Eye

          -  Diabetic Macular Edema as documented by SD-OCT and Fluorescein Angiogram.

        Exclusion C",380097,"Diabetic macular edema",FALSE
"NCT02193945","diabetic macular edema","d to:

               -  Neovascular age-related macular degeneration;

               -  Fibrovascular scar;

               -  Diabetic macular edema; and

               -  Proliferative diabetic r",380097,"Diabetic macular edema",FALSE
"NCT00050479","diabetic macular edema","rimary outcome (artificial tears are permitted).

          9. History of cancer and prognosis of survival of less than 3 years.

         10. Participants whose diabetic macular edema, in the opinion",380097,"Diabetic macular edema",FALSE
"NCT02862938","diabetic macular edema","is or other ocular inflammatory disease.

         11. Participant is receiving systemic steroids or other immunosuppressive medications.

         12. Participant has diabetic macular edema and/or di",380097,"Diabetic macular edema",FALSE
"NCT03505567","diabetic macular edema","sease study eye(s)
             at the study visit; and

          -  Subjects diagnosed with retinal pathology including but not limited to: Macular
             Degeneration, Diabetic Macular Edema,",380097,"Diabetic macular edema",FALSE
"NCT00656903","diabetic macular edema","ely compromise the visual acuity of the study eye including amblyopia,
             anterior ischemic optic neuropathy, clinically significant diabetic macular edema,
             severe non prolifera",380097,"Diabetic macular edema",TRUE
"NCT00473928","diabetic macular edema","        compromise the VA of the study eye including amblyopia, anterior ischemic optic
             neuropathy, clinically significant diabetic macular edema, severe non proliferative
             di",380097,"Diabetic macular edema",TRUE
"NCT00387582","diabetic macular edema"," Subjects will be eligible if the following criteria are met:

               -  Clinically significant diabetic macular edema (CSME) or clinically significant
                  diabetic macular edema",380097,"Diabetic macular edema",TRUE
"NCT00403156","diabetic macular edema","     could likely compromise the visual acuity of the study eye including amblyopia,
             anterior ischemic optic neuropathy, clinically significant diabetic macular edema,
             severe",380097,"Diabetic macular edema",TRUE
"NCT00815360","diabetic macular edema","I or Type II diabetes

        Disease related considerations:

          -  Study eye with clinically significant diabetic macular edema characterized by macular
             edema, peripheral nonper",380097,"Diabetic macular edema",TRUE
"NCT03452475","epilepsy","          7. Known hypersensitivity or contraindication to arterolane-piperaquine, DHA-piperaquine,
             artemisinin, mefloquine (epilepsy, major psychiatric illness) or primaquine

          ",380378,"Epilepsy",FALSE
"NCT00672659","epilepsy","        -  Significant physical illness which would interfere with trial assessments

          -  Reduced hepatic function

          -  Epilepsy

          -  History of cardiac dysrhythmia

       ",380378,"Epilepsy",FALSE
"NCT00061399","epilepsy","     15 or 3 to 8

          -  No evidence of hypoxic injury

        Exclusion Criteria

          -  History of epilepsy, mental retardation, or documented evidence of developmental
             dy",380378,"Epilepsy",FALSE
"NCT01866397","epilepsy","ir or probenecid.

          -  An expected survival of less than three days.

          -  Known alcohol dependency, epilepsy, pregnancy or liver failure.

          -  Infection with a ganciclovir o",380378,"Epilepsy",FALSE
"NCT02276625","epilepsy","     study

          -  (hydroxy)chloroquine or mefloquine use

          -  History of any neurological disorder including epilepsy or febrile seizures

          -  Pregnancy or breastfeeding

    ",380378,"Epilepsy",FALSE
"NCT01489267","epilepsy"," impaired individuals

          2. Schizophrenics

          3. Patients with severe kidney and liver disease, epilepsy, heart disease, pulmonary
             disease, cardiac arrhythmia, diabetes in",380378,"Epilepsy",TRUE
"NCT01050231","epilepsy","ical clips or mechanical devices

          -  Metallic hardware on scalp region

          -  prior diagnosis of seizure and epilepsy

          -  severe migraine headache

          -  currently pr",380378,"Epilepsy",TRUE
"NCT01777048","epilepsy","992)

          4. Those without written parental consent

          5. Those with brain pathology such as serious head injury, epilepsy, and intellectual
             disability (IQ < 70)

          ",380378,"Epilepsy",TRUE
"NCT01319344","epilepsy"," Patients with known cerebrovacular disease

          -  Patients with peripheral occlusive artery disease

          -  Patients with history of epilepsy

          -  Patients with severe hepatic d",380378,"Epilepsy",TRUE
"NCT00981383","epilepsy","ination < 24)

          -  Other neurologic conditions (Parkinson's disease, Huntington's chorea, history of
             epilepsy, birth trauma, significant traumatic brain injury, clinical stroke,
",380378,"Epilepsy",TRUE
"NCT03005704","thrombocytopenia","     -  Not taking antiplatelet therapy prior to participation

        Exclusion Criteria:

          -  Known thrombocytopenia, other coagulation disorder such as von Willebrand's disease,
         ",432870,"Thrombocytopenic disorder",FALSE
"NCT00923013","thrombocytopenia","       -  Neutropenia (ANC less than 1000 cells/microl).

          -  Anemia (Hgb less than 10g/dL).

          -  Thrombocytopenia (Plt less than 100,000/microl).

          -  Absolute lymphocyte c",432870,"Thrombocytopenic disorder",FALSE
"NCT00829439","thrombocytopenia","-  Stomach or intestinal ulcers

          -  Kidney disease

          -  Hematological problems, including anemia, leucopenia, and thrombocytopenia

          -  Used investigational drugs/intervent",432870,"Thrombocytopenic disorder",FALSE
"NCT00740090","thrombocytopenia","o: systemic lupus
        erythematosus, rheumatoid arthritis, multiple sclerosis, Sjogren's syndrome, or autoimmune
        thrombocytopenia.

        Laboratory evidence of possible autoimmune disea",432870,"Thrombocytopenic disorder",FALSE
"NCT01998789","thrombocytopenia","olesterolemia (> 350 mg/dL) or hypertriglyceridemia (> 500 mg/dL) within
             30 days prior to baseline.

          -  Thrombocytopenia (platelets < 50,000/mm3)

          -  Absolute neutroph",432870,"Thrombocytopenic disorder",FALSE
"NCT03980548","thrombocytopenia","urs.

        -

        Exclusion Criteria:

          1. General exclusion criteria will be a known history of leucopenia, thrombocytopenia, or
             severe hepatic or renal dysfunction, as w",432870,"Thrombocytopenic disorder",TRUE
"NCT02074358","thrombocytopenia"," 2 weeks prior to dosing

          -  History of any severe drug allergy including allergy to Heparin or history of
             Heparin-induced thrombocytopenia, hypersensitivity to PCCs or Factor X",432870,"Thrombocytopenic disorder",TRUE
"NCT03786757","thrombocytopenia","Clinically significant gastrointestinal bleeding within 12 months before
                  randomization;

               4. Thrombocytopenia, unknown severe anemia at screening or pre-randomization;
",432870,"Thrombocytopenic disorder",TRUE
"NCT03887026","thrombocytopenia","BV), or hepatitis C (HCV)
             antibody screen

          -  Any clinically significant abnormal laboratory or ECG test. Presence of
             thrombocytopenia at screening is exclusionary
",432870,"Thrombocytopenic disorder",TRUE
"NCT02387723","thrombocytopenia","1 L/min, moderate to
             severe claudication or morbid obesity

          6. Clinical significant anaemia, leukopenia, leukocytosis or thrombocytopenia

          7. Clinically significant ab",432870,"Thrombocytopenic disorder",TRUE
"NCT03014908","obesity","riteria:

          -  aged between 8 and 18

          -  normal-weight according to the International Obesity Task Force (IOTF) BMI criteria

          -  fasted for at least 8 hours.

        Exclu",433736,"Obesity",FALSE
"NCT00800852","obesity","nclusion Criteria:

          -  children with Prader-willi syndrome

          -  children with simple obesity

        Exclusion Criteria:

          -  subjects with diabetes mellitus (fasting plas",433736,"Obesity",FALSE
"NCT01920672","obesity","mal pressure hydrocephalus, Parkinson's disease, advanced
             heart failure (New York Heart Stage 3-4), morbid obesity (BMI > 35), and indications
             of restless legs syndrome or pe",433736,"Obesity",FALSE
"NCT03136835","obesity","/ comfort care

          -  Normal exclusions for MRI (e.g. claustrophobia, cardiac pacemaker, etc.)

          -  Obesity

          -  Infections/ anemia

          -  Smoker

          -  Serious ",433736,"Obesity",FALSE
"NCT01814735","adiposity","t circumference ≥ 90cm if male and ≥ 80cm if female (India-specific cutpoints for
             abdominal adiposity)

          3. Daily rice consumption (≥200grams/day, > ~2cups/day) as determined by ",433736,"Obesity",FALSE
"NCT04050969","obesity"," lipids unachievable with diet and
                  maximum doses of lipid lowering medications).

               -  Obesity-induced cardiomyopathy.

               -  Clinically significant obstruct",433736,"Obesity",TRUE
"NCT00654381","obesity","patic function

          3. History of severe allergy/hypersensitivity

          4. Treatment with anti-diabetic, anti obesity drugs, etc 3 months before Visit 1

          5. Fasting blood glucose ",433736,"Obesity",TRUE
"NCT01872754","obesity","atient considered ""full stomach"": Diabetes with
                  autonomic dysfunction, severe gastroesophageal reflux, severe obesity and morbid
                  hiatal hernia and any other situati",433736,"Obesity",TRUE
"NCT02430558","obesity","ul symptoms (subjective IKDC < 65,
                  no improvement for 3 months)

               -  No significant obesity (BMI < 30)

               -  Accompanying ligamentous and meniscal lesions,",433736,"Obesity",TRUE
"NCT02116335","obesity"," than 16 kg/m2 (severely and very severely underweight) or that is
             greater than 40 kg/m2 (Class III obesity)

          -  Having evidence of cardiovascular, pulmonary, renal, hepatic, ce",433736,"Obesity",TRUE
"NCT02345018","hemophilia a","on

          9. Coagulant disorders or increased risk for thrombo-embolic complications: known
             coagulant disorders such as hemophilia A, hemophilia B, Von Willebrand disease,
           ",434007,"Hereditary factor VIII deficiency disease",FALSE
"NCT02718677","hemophilia a","clinically documented during a 6 months period] and
             without inhibitors) male subjects with hemophilia A receiving routine prophylaxis
             treatment.

          2. Age:

         ",434007,"Hereditary factor VIII deficiency disease",FALSE
"NCT01891461","hemophilia a","          -  Participation in any other pharmaceutical or clinical investigation

               -  Bleeding disorders (Hemophilia A, Hemophilia B, Von Willebrand disease, factor
                  VII",434007,"Hereditary factor VIII deficiency disease",FALSE
"NCT02585635","haemophilia a","sion Criteria:

          -  People will be eligible to participate in the family survey if they have haemophilia A
             or B and are aged between 14 and 17 years, or if they are the parent of",434007,"Hereditary factor VIII deficiency disease",FALSE
"NCT04055051","hemophilia a","ollowing inclusion criteria are eligible for
        enrollment into the study:

          1. Congenital hemophilia A or B of any severity, who have and have not undergone a liver
             transpl",434007,"Hereditary factor VIII deficiency disease",FALSE
"NCT00916032","hemophilia a","ening

          -  Participant has provided signed informed consent

          -  Participant has severe hemophilia A, defined by a baseline FVIII level < 1% of normal,
             as tested at scre",434007,"Hereditary factor VIII deficiency disease",TRUE
"NCT03741881","haemophilia a"," time of signing informed consent.

          -  Severe (FVIII [factor 8] activity less than 1%) congenital haemophilia A or severe
             (FIX [factor 9] activity less than 1%) congenital haemo",434007,"Hereditary factor VIII deficiency disease",TRUE
"NCT02615691","hemophilia a","855 or
             plasma transfusion at any time prior to screening

          3. Participant has severe hemophilia A (Factor VIII (FVIII) < 1%) as determined by the
             central laboratory,",434007,"Hereditary factor VIII deficiency disease",TRUE
"NCT00759655","hemophilia a","usion Criteria:

          -  Male patients less than 6 years of age with moderately severe to severe hemophilia A
             (FVIII less than or equal to 2%).

          -  Treatment history of les",434007,"Hereditary factor VIII deficiency disease",TRUE
"NCT02137850","haemophilia a","-  Male, age below 6 years of age at the time of signing informed consent

          -  Diagnosis of severe haemophilia A (FVIII activity level 1%) based on medical records
             or central lab",434007,"Hereditary factor VIII deficiency disease",TRUE
"NCT02216630","alcohol dependence"," study results

          -  Subjects on chronic immunosuppressive or chemotherapeutic therapy

          -  Known drug or alcohol dependence or any other factors which will interfere with the
       ",435243,"Alcohol dependence",FALSE
"NCT03659305","alcohol dependence","urgical procedures including appendectomy in the last 12 weeks prior to the
             signing of the informed consent.

          -  History of drug or alcohol dependence - regular intake of more t",435243,"Alcohol dependence",FALSE
"NCT02623205","alcohol dependence","ppliances, or presence of shrapnel.

          9. Bipolar Disorder

         10. Lifetime history of psychosis

         11. Current drug or alcohol dependence or abuse (excluding nicotine) - within 6",435243,"Alcohol dependence",FALSE
"NCT00592254","alcohol dependence","actation

          5. Subjects with a known recent history (within the past 6 months) of illicit drug or
             alcohol dependence

          6. Sensory difficulties such as deafness or blindne",435243,"Alcohol dependence",FALSE
"NCT02643264","alcohol dependence","        1. Age 18 - 65

          2. Current Diagnostic and Statistical Manual (DSM-IV-TR) diagnosis of alcohol dependence

          3. Alcohol use in the past month

          4. Right handed (self-",435243,"Alcohol dependence",FALSE
"NCT03595293","alcohol dependence","ment Center residential patients with alcohol use disorder, moderate to
             severe (equivalent to Alcohol Dependence in DSM-IV-TR), or prescription opioid use
             disorder (pOUD)

  ",435243,"Alcohol dependence",TRUE
"NCT01420211","alcohol dependence","diseases which could affect drug metabolism or elimination

          -  history of any serious psychological disorder

          -  drug or alcohol dependence

          -  positive drug or alcohol s",435243,"Alcohol dependence",TRUE
"NCT00535002","alcohol dependence","    dependence, this would seriously compromise the feasibility of recruitment.
             Individuals with alcohol dependence will be excluded. However because of the high
             comorbidity ",435243,"Alcohol dependence",TRUE
"NCT02836067","alcohol dependence",". Spirometry criteria FEV1/FVC < 0.7 (definition of COPD) and GOLD (severe-very severe)
             Stage 3 or 4 within past 12 months

          9. A history of alcohol dependence within the 6 month",435243,"Alcohol dependence",TRUE
"NCT02728063","chronic alcoholism","c, pulmonary,
             hepatic, renal, hematologic, neoplastic, or infectious);

          -  With acute or severe chronic disease (chronic alcoholism, drug addiction) found
             incompati",435243,"Alcohol dependence",TRUE
"NCT02410720","dehydration"," clearance <30 mL/minute)

          -  Severe congestive heart failure (New York Heart Association [NYHA] class III or IV)

          -  Dehydration

          -  Laxative use or dependency

        ",435796,"Dehydration",FALSE
"NCT01724801","dehydration"," of liver metastases,
        or < 5 x ULN in case of liver metastases.

        The symptoms of increased intracranial pressure are uncontrolled after dehydration and
        cortisone treatment.

  ",435796,"Dehydration",FALSE
"NCT00683982","dehydration","le for rotavirus test

        Exclusion Criteria:

          -  Severe malnourishment

          -  Severe dehydration

          -  History of diarrhea more than 3 days previous hospitalization

   ",435796,"Dehydration",FALSE
"NCT00120744","dehydration","ious and non-bloody vomiting within 4 hours of triage

          -  Diarrhea

          -  Mild to moderate dehydration

        Exclusion Criteria:

          -  Weight less than 8 kilograms

       ",435796,"Dehydration",FALSE
"NCT01992900","dehydration"," height <70% of the median National Center
             for Health Statistics(NCHS)/WHO reference).

          -  Severe vomiting or dehydration.

          -  Presence of jaundice.

          -  Know",435796,"Dehydration",FALSE
"NCT03452306","dehydration","orm.

          -  ECG or vital signs abnormalities (clinically significant).

          -  Positive testing for alcohol, drugs, pregnancy.

          -  Dehydration due to diarrhea, vomiting, or othe",435796,"Dehydration",TRUE
"NCT00267293","dehydration","ellitis, renal dysfunction, hepatic dysfunction, or
             thrombocytopenia.

          -  Presence of moderate or severe dehydration.

          -  Inclusion in the trial on 3 previous occasion",435796,"Dehydration",TRUE
"NCT01755559","dehydration"," (i.e. measles,
             acute lower respiratory tract infection, otitis media, tonsillitis, abscess, severe
             diarrhoea with dehydration, etc.)

          -  History of a full treatmen",435796,"Dehydration",TRUE
"NCT01715207","dehydration","cipients

          8. Elevation of serum creatinine during follow-up (> 30% than baseline)

          9. Diarrhea, resulting severe dehydration

         10. Development of gout or ureter stone

    ",435796,"Dehydration",TRUE
"NCT04041791","dehydration"," first-line antibiotics
             for severe pneumonia such as readmission or meningitis

          -  Shock due to dehydration or severe dehydration (based on WHO definitions (5))
             req",435796,"Dehydration",TRUE
"NCT03304392","psychosis","gh suicide risk

          -  suicide attempt or hospitalization in the last year

          -  primary problems with psychosis, alcohol or drug problems, mania

          -  currently receiving activ",436073,"Psychotic disorder",FALSE
"NCT02793856","psychosis","anticoagulation

          -  Blood-borne infectious disease, e.g. hepatitis B

          -  History of mandatory custody because of psychosis or other psychological disease
             inappropriate",436073,"Psychotic disorder",FALSE
"NCT03567356","psychosis","usion Criteria:

          -  LFTs > 5x ULN

          -  Psychiatric or medical instability (eg suicidality, psychosis. Sickle Cell disease
             with frequent crises, etc) that would preclude",436073,"Psychotic disorder",FALSE
"NCT03661125","psychosis","         clinical assessments.

          -  Refuses to be withdrawn from quetiapine (see section 4.7).

          -  Has a family history of psychosis in a first degree relative

          -  Has poo",436073,"Psychotic disorder",FALSE
"NCT02293057","psychosis","rovider (as determined through referral partner);

          3. observable cognitive or developmental delays or active psychosis that would interfere
             with completing consent, assessment o",436073,"Psychotic disorder",FALSE
"NCT03396367","psychotic disorder"," communicate in English

        Exclusion Criteria:

          -  Unstable, serious psychiatric symptoms (assessed by the Psychotic Disorder subsection
             of the Structured Clinical Intervi",436073,"Psychotic disorder",TRUE
"NCT04094922","psychotic disorder","one able to run PTSD Coach app

        Exclusion Criteria:

          -  Positive screening for bipolar disorder, psychotic disorder, ongoing substance
             disorder, or severe suicidality ac",436073,"Psychotic disorder",TRUE
"NCT02641028","psychotic disorder",", assessment or
             treatment in any significant fashion

          3. Any lifetime history of bipolar I, II; schizophrenia or any other psychotic disorders;
             personality disorder",436073,"Psychotic disorder",TRUE
"NCT03509844","psychotic disorder","   PTSD in International Classification of Diseases (ICD-11)

        Exclusion Criteria:

          -  severe psychotic disorder

          -  dissociative identity disorder (DID)

          -  activ",436073,"Psychotic disorder",TRUE
"NCT01716325","psychosis","bile phone

          -  No internet access

          -  Known hospitalization for severe psychiatric disorders (schizophrenia, psychosis)

          -  Known history of eating disorders (anorexia, b",436073,"Psychotic disorder",TRUE
"NCT01948908","developmental delay","blood) that cannot be readily
             cleared

          -  Inability to speak English or Spanish

          -  Developmental delay, psychiatric illness, neurologic impairment, or altered mental
",436077,"Developmental delay",FALSE
"NCT01354028","developmental delay","le and/or unable to be moved from the infant warmer

          -  Severe congenital anomalies likely to be associated with developmental delay

          -  Apgar score of ≤ 3 at 5 minutes of age

   ",436077,"Developmental delay",FALSE
"NCT03675321","developmental delay","ition that may explain symptoms

          -  Taking a medication that may explain symptoms

          -  Significant developmental delays

          -  Patients treated with a new drug affecting the ",436077,"Developmental delay",FALSE
"NCT01267136","developmental delay"," consistency.

        Exclusion Criteria:

          -  Child cannot self-assess pain due to conditions such as developmental delays,
             chromosomal abnormalities, and other syndromes.

   ",436077,"Developmental delay",FALSE
"NCT02344784","developmental delay","eriment.

        Exclusion Criteria:

          1. Autism.

          2. Chronic neurological diseases.

          3. Developmental delay.

          4. Psychotic or major effective disorder (psychot",436077,"Developmental delay",FALSE
"NCT02515383","developmental delay","physician, that would preclude
             participation in the study.

          2. Diagnosis of active psychosis, developmental delay, or severe cognitive impairment as
             determined by p",436077,"Developmental delay",TRUE
"NCT00763243","developmental delay","and language competence to complete basic word and
             sentence repetition tasks,

          -  no significant developmental delay or neurological condition that, in the opinion of
          ",436077,"Developmental delay",TRUE
"NCT02223650","developmental delay","s, or central retina

          -  Gestational age ≥ 32 weeks

          -  Birth weight > 1500 grams

          -  No Down syndrome or cerebral palsy

          -  No severe developmental delay which",436077,"Developmental delay",TRUE
"NCT03786224","developmental delay"," for outpatient level of
             care, in the opinion of the investigator.

        Exclusion Criteria:

        - Any severe developmental delays (including, but not limited to, Autism Spectrum ",436077,"Developmental delay",TRUE
"NCT03134950","developmental delay","           Inflammatory Bowel Diseases such as Ulcerative Colitis and Chron's Disease)

          -  documented developmental delay, severe cognitive impairment, or a thought disorder

          -  ev",436077,"Developmental delay",TRUE
"NCT00940693","bipolar disorder","aceptive methods

          -  Suicide or homicide risk

          -  Organic brain syndrome

          -  Any diagnosis of lifetime bipolar disorder or psychotic disorder, and any actual
            ",436665,"Bipolar disorder",FALSE
"NCT03406702","bipolar disorder","r myoclonic seizures are eligible for the study.

          3. Inadequately treated psychotic or mood disorder (e.g., schizophrenia, major
             depression, bipolar disorder).

          4. Pre",436665,"Bipolar disorder",FALSE
"NCT03913975","bipolar disorder","thy female athlete

        Exclusion Criteria:

          -  Any psychiatric disorder, e.g., depression, bipolar disorder, schizophrenic disorder,
             etc. as determined by clinical evaluati",436665,"Bipolar disorder",FALSE
"NCT02358343","bipolar disorder","depressant drugs;

          3. Evidence of cognitive impairment on Mini-Cog;

          4. Present or past psychosis or bipolar disorder I or II on the MINI;

          5. Alcohol or substance abuse ",436665,"Bipolar disorder",FALSE
"NCT00223639","bipolar disorder","c interview using the Structured Clinical Interview for DSM-IV.

          -  Acute or chronic organic brain syndrome, schizophrenia, bipolar disorder, or any
             psychotic disorder.

       ",436665,"Bipolar disorder",FALSE
"NCT03884933","bipolar disorder","ed on Deslespaul's
        conceptualisation of SMI:

          1. meets criteria for (and presence of) bipolar disorder, severe major depression,
             schizophrenia, schizophreniform, and sch",436665,"Bipolar disorder",TRUE
"NCT03043261","bipolar disorder","dy
             participation (assessment, online interactive learning)

          -  History or presence of psychoses, bipolar disorder, and/or severe personality
             disorders as evaluated ",436665,"Bipolar disorder",TRUE
"NCT00926588","bipolar disorder"," do not speak English;

          -  have moderately severe cognitive impairment;

          -  have schizophrenia, bipolar disorder, or other psychosis;

          -  are actively suicidal;

        ",436665,"Bipolar disorder",TRUE
"NCT03706001","bipolar disorder","     -  Combine with any type of malignant tumor;

          -  Combine with other serious mental illnesses such as bipolar disorder, schizophrenia,
             schizophrenia-like illness, severe dem",436665,"Bipolar disorder",TRUE
"NCT02037022","bipolar disorder"," of age or older

        Exclusion Criteria:

          -  Current or lifetime diagnosis of severe psychiatric disorder, such as bipolar disorder

          -  Receiving in-home Applied Behavior Anal",436665,"Bipolar disorder",TRUE
"NCT04139876","bleeding","usion Criteria:

          -  The patient has Grade III-IV haemorrhoids or Grade II haemorrhoids with bleeding
             resistant to rubber band ligation or sclerotherapy

          -  The patient",437312,"Bleeding",FALSE
"NCT01994902","bleeding","rtical hormone) systemically or locally in the peristomal area.

          5. Currently suffering from peristomal skin problems i.e. bleeding or broken (weeping)
             skin.

          6. Are c",437312,"Bleeding",FALSE
"NCT00563758","bleeding","een performed
             within the past 5 years. In addition, there should not be history or evidence of
             weight loss, anemia or rectal bleeding since the evaluation was performed.

   ",437312,"Bleeding",FALSE
"NCT00396292","bleeding","ion to oral or IV iron (VIT-45)

          -  Documented history of discontinuing oral iron

          -  Significant bleeding

          -  History of anemia other that iron deficiency anemia

      ",437312,"Bleeding",FALSE
"NCT03707639","bleeding"," ≥3 months. With normal electrocardiogram results and no history of
        congestive heart failure.

        Without bleeding and thrombosis disease. With normal coagulation function: activated
    ",437312,"Bleeding",FALSE
"NCT00502086","bleeding"," related to severe
             liver failure (hepatic encephalopathy, hepatorenal syndrome, gastrointestinal
             bleeding, serum bilirubin level greater than 5 mg/dL, international normalize",437312,"Bleeding",TRUE
"NCT00597402","bleeding","infarction within 6 months

          -  History of stroke within 6 months

          -  Clinically significant peripheral vascular disease

          -  Evidence of bleeding diathesis

          -  C",437312,"Bleeding",TRUE
"NCT00003107","hemorrhage","ed hyper or hypothyroidism No Cushing's disease
        Gastrointestinal: No clinically significant gastrointestinal hemorrhages No uncontrolled
        peptic ulcer disease No history of inflammatory",437312,"Bleeding",TRUE
"NCT01100879","bleeding"," g/L.

          -  Known chronic renal failure, glomerular filtration rate <30 mL/min/m2.

          -  Recent (within last 4 weeks) significant bleeding/surgery, defined as drop in Hb of ≥2
        ",437312,"Bleeding",TRUE
"NCT01800240","bleeding","          -  History of significant blood loss due to any reason, including blood donation in the
             past 3 months.

          -  History of pre-existing bleeding disorder.

          -  Exi",437312,"Bleeding",TRUE
"NCT00962845","malaria","systemic lupus erythematosus

          -  No concurrent disease-modifying anti-rheumatic drugs

          -  No concurrent hydroxychloroquine for treatment or prophylaxis of malaria

          -  No ",438067,"Malaria",FALSE
"NCT02511353","malaria","iteria:

          -  Symptomatic, uncomplicated Plasmodium falciparum infection

          -  Positive malaria microscopy or malaria RDT (pLDH)

          -  Age: 18-50 years

          -  Provide wr",438067,"Malaria",FALSE
"NCT02859350","malaria","lunteers, parents or legal representatives and relevant assent for children
             participants as applicable.

          -  Free from malaria parasitemia by blood smear at enrollment and by PCR",438067,"Malaria",FALSE
"NCT01107145","malaria"," or mixed infection/ parasitemia (P. vivax and
             another species of Plasmodium, i.e. P. vivax, P. ovale, or P. malariae)

          -  History of allergy or hypersensitivity to intervention",438067,"Malaria",FALSE
"NCT02004574","malaria","tus on
             the treatment area

         19. Planned initiation of, or changes to, concomitant medication that could affect
             psoriasis vulgaris (e.g. beta blockers, anti-malarials,",438067,"Malaria",FALSE
"NCT02535767","malaria","R2000 G6PD qualitative test

        Exclusion Criteria:

          -  Moderate to severe anemia (Hb < 10 g/dL)

          -  Malaria infection by blood smear

          -  Individuals with known posi",438067,"Malaria",TRUE
"NCT01758159","malaria"," last 4 months

        Exclusion Criteria:

          -  With severe anemia (Hemoglobin < 50g/L)

          -  Malaria test positive with Immuno-chromatographic test (ICT)

          -  Mothers/ Care",438067,"Malaria",TRUE
"NCT00386750","malaria","f fever (temperature ≥ 37.5°C)

        Exclusion Criteria

          -  Signs/symptoms of severe/complicated malaria

          -  Ingestion of various antimalarial drugs, or antibiotics in the previ",438067,"Malaria",TRUE
"NCT01052584","malaria","blood draws and return visits.

        Exclusion Criteria:

          -  General danger signs or symptoms of severe malaria

          -  Signs or symptoms of severe malnutrition, defined as weight-f",438067,"Malaria",TRUE
"NCT01156896","malaria",";

          -  body weight <65 kg.

        Exclusion Criteria:

          -  presence of severe or complicated malaria as defined by WHO criteria;

          -  clinical evidence of ill health or a ",438067,"Malaria",TRUE
"NCT01973114","vertigo","and 70dB

          -  Speech discrimination score in silence: No better than 85%

          -  At least three vertigo attacks (lasting ≥ 20 minutes) during the last three months
             prior to",439383,"Vertigo",FALSE
"NCT03089021","vertigo","   -  Fibromyalgia pain syndrome.

               -  Previous neck surgery.

               -  Neck pain associate with vertigo caused by vertebrobasilar insufficiency or
                  chronic hea",439383,"Vertigo",FALSE
"NCT00765336","vertigo","dietary supplements containing aluminum, calcium, iron, or
             magnesium

          -  History of vestibular incidents including vertigo, lightheadedness, nausea, or
             vomiting wit",439383,"Vertigo",FALSE
"NCT01698086","vertigo","us),
             peripheral vestibular disorders (unilateral/bilateral vestibular hypofunction: benign
             positional paroxysmal vertigo, Meniere's disease, acoustic neuroma)

          -  d",439383,"Vertigo",FALSE
"NCT00581659","vertigo","er implanted within last 6 months

          -  known seizure disorder or epilepsy

          -  Meniere's disease or any inner ear, vertigo, hearing, or balance conditions

          -  known narcole",439383,"Vertigo",FALSE
"NCT00938145","vertigo","f this trial.

          -  Patients who exhibit noticeable anxiety and/or claustrophobia or who exhibit severe
             vertigo when they are moved into the MR.

          -  Patients with sickle",439383,"Vertigo",TRUE
"NCT02252874","vertigo","ing them from
             training

          -  Having self reported vestibular or cerebellar dysfunction, history of vertigo or
             severe hearing loss

          -  Suffering from crippli",439383,"Vertigo",TRUE
