parent_concept_id	parent_concept_name	parent_concept_code	concept_synonym_name
4185785	Hereditary white blood cell disorder	414395005	Hereditary white blood cell disorder (disorder)
4212886	Disorder of immune structure	414030009	Disorder of immune structure (disorder)
4212886	Disorder of immune structure	414030009	Disorder of immune structure
4145738	Idiopathic hypercalcemia of infancy	34225008	Idiopathic hypercalcaemia of infancy
4145738	Idiopathic hypercalcemia of infancy	34225008	Idiopathic hypercalcemia of infancy
4145738	Idiopathic hypercalcemia of infancy	34225008	Idiopathic hypercalcemia of infancy (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4212886	Disorder of immune structure	414030009	Disorder of immune structure (disorder)
4212886	Disorder of immune structure	414030009	Disorder of immune structure
4131027	Severe bipolar disorder with psychotic features, mood-incongruent	26530004	Severe bipolar disorder with psychotic features, mood-incongruent (disorder)
4131027	Severe bipolar disorder with psychotic features, mood-incongruent	26530004	Severe bipolar disorder with psychotic features, mood-incongruent
436386	Severe depressed bipolar I disorder with psychotic features	59617007	Severe depressed bipolar I disorder with psychotic features (disorder)
436386	Severe depressed bipolar I disorder with psychotic features	59617007	Severe bipolar I disorder, most recent episode depressed with psychotic features
436386	Severe depressed bipolar I disorder with psychotic features	59617007	Severe depressed bipolar I disorder with psychotic features
43020451	Severe manic bipolar I disorder	23741000119105	Severe manic bipolar I disorder
43020451	Severe manic bipolar I disorder	23741000119105	Severe manic bipolar I disorder (disorder)
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features (disorder)
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features
4103737	Better eye: low vision, Lesser eye: profound visual impairment	193711000	Better eye: low vision, Lesser eye: profound visual impairment
4103737	Better eye: low vision, Lesser eye: profound visual impairment	193711000	Better eye: low vision, Lesser eye: profound visual impairment (disorder)
376402	Low vision, one eye	193745007	Low vision, one eye
376402	Low vision, one eye	193745007	Low vision, one eye (disorder)
4025195	Osteochondrodysplasia syndrome	105985007	Osteochondrodysplasia syndrome
4025195	Osteochondrodysplasia syndrome	105985007	Osteochondrodysplasia syndrome (disorder)
4023985	Skeletal dysplasia	105986008	Congenital skeletal dysplasia (disorder)
4023985	Skeletal dysplasia	105986008	Skeletal dysplasia
4023985	Skeletal dysplasia	105986008	Congenital skeletal dysplasia
4111329	Oculodento-osseous dysplasia	254137006	Oculodento-osseous dysplasia
4111329	Oculodento-osseous dysplasia	254137006	Oculodento-osseous dysplasia (disorder)
4103741	Low vision, both eyes	193722001	Low vision, both eyes
4103741	Low vision, both eyes	193722001	Low vision, both eyes (disorder)
376402	Low vision, one eye	193745007	Low vision, one eye
376402	Low vision, one eye	193745007	Low vision, one eye (disorder)
4127739	Male infertility of developmental origin	236794001	Male infertility of developmental origin
4127739	Male infertility of developmental origin	236794001	Male infertility of developmental origin (disorder)
440359	Androgen resistance syndrome	12313004	Androgen resistance syndrome (disorder)
440359	Androgen resistance syndrome	12313004	Androgen resistance syndrome
440359	Androgen resistance syndrome	12313004	Androgen insensitivity syndrome
4276801	Disorder of testis	64910008	Disorder of testis (disorder)
4276801	Disorder of testis	64910008	Testicular disorder
4276801	Disorder of testis	64910008	Disorder of testis
4128372	Chronic rejection of renal transplant	236578006	Chronic allograft nephropathy
4128372	Chronic rejection of renal transplant	236578006	Chronic transplant nephropathy
4128372	Chronic rejection of renal transplant	236578006	Chronic rejection of renal transplant (disorder)
4128372	Chronic rejection of renal transplant	236578006	Chronic rejection of renal transplant
4103741	Low vision, both eyes	193722001	Low vision, both eyes
4103741	Low vision, both eyes	193722001	Low vision, both eyes (disorder)
4103737	Better eye: low vision, Lesser eye: profound visual impairment	193711000	Better eye: low vision, Lesser eye: profound visual impairment
4103737	Better eye: low vision, Lesser eye: profound visual impairment	193711000	Better eye: low vision, Lesser eye: profound visual impairment (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4212886	Disorder of immune structure	414030009	Disorder of immune structure (disorder)
4212886	Disorder of immune structure	414030009	Disorder of immune structure
4275508	Craniometaphyseal dysplasia	36601008	Craniometaphyseal dysplasia
4275508	Craniometaphyseal dysplasia	36601008	Craniometaphyseal dysplasia (disorder)
432427	Severe birth asphyxia	57284007	Severe birth asphyxia (disorder)
432427	Severe birth asphyxia	57284007	White asphyxia
432427	Severe birth asphyxia	57284007	Severe birth asphyxia
432427	Severe birth asphyxia	57284007	Birth asphyxia with 1 minute Apgar score 0-3
4233250	Panic disorder with agoraphobia AND mild panic attacks	89948007	Panic disorder with agoraphobia AND mild panic attacks (disorder)
4233250	Panic disorder with agoraphobia AND mild panic attacks	89948007	Panic disorder with agoraphobia AND mild panic attacks
4102603	Severe manic bipolar I disorder with psychotic features	28663008	Severe manic bipolar I disorder with psychotic features (disorder)
4102603	Severe manic bipolar I disorder with psychotic features	28663008	Severe manic bipolar I disorder with psychotic features
4102603	Severe manic bipolar I disorder with psychotic features	28663008	Severe bipolar I disorder, most recent episode manic, with psychotic features
4131027	Severe bipolar disorder with psychotic features, mood-incongruent	26530004	Severe bipolar disorder with psychotic features, mood-incongruent (disorder)
4131027	Severe bipolar disorder with psychotic features, mood-incongruent	26530004	Severe bipolar disorder with psychotic features, mood-incongruent
4179989	Autosomal recessive SCID	362993009	Autosomal recessive severe combined immunodeficiency disease (disorder)
4179989	Autosomal recessive SCID	362993009	Autosomal recessive severe combined immunodeficiency disease
4179989	Autosomal recessive SCID	362993009	Autosomal recessive SCID
35622961	Disorder in full remission	765208002	Disorder in full remission
35622961	Disorder in full remission	765208002	Disorder in complete remission
35622961	Disorder in full remission	765208002	Disorder in full remission (disorder)
4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004	Panic disorder with agoraphobia AND severe panic attacks (disorder)
4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004	Panic disorder with agoraphobia AND severe panic attacks
4150750	Sialic storage disease	278991002	Sialic storage disease (disorder)
4150750	Sialic storage disease	278991002	Sialic storage disease
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4212886	Disorder of immune structure	414030009	Disorder of immune structure (disorder)
4212886	Disorder of immune structure	414030009	Disorder of immune structure
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
379805	Myopia	57190000	Near sighted
379805	Myopia	57190000	Myopia
379805	Myopia	57190000	Myopia (disorder)
379805	Myopia	57190000	Nearsightedness
134743	Congenital ichthyosis of skin	13059002	Congenital ichthyosis
134743	Congenital ichthyosis of skin	13059002	Ichthyosis
134743	Congenital ichthyosis of skin	13059002	Fish skin
134743	Congenital ichthyosis of skin	13059002	Congenital ichthyosis of skin
134743	Congenital ichthyosis of skin	13059002	Ichthyosis congenita
134743	Congenital ichthyosis of skin	13059002	Fish scale disease
134743	Congenital ichthyosis of skin	13059002	Congenital ichthyosis of skin (disorder)
444100	Mood disorder	46206005	Disorder of affect
444100	Mood disorder	46206005	Affective disorder
444100	Mood disorder	46206005	Mood disorder (disorder)
444100	Mood disorder	46206005	Mood disorder
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features (disorder)
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features
4138620	Finding related to jaw protrusion	425845008	Finding related to jaw protrusion
4138620	Finding related to jaw protrusion	425845008	Finding related to jaw protrusion (finding)
436665	Bipolar disorder	13746004	MDI - Manic-depressive illness
436665	Bipolar disorder	13746004	Manic-depressive psychosis
436665	Bipolar disorder	13746004	Bipolar disorder
436665	Bipolar disorder	13746004	Bipolar disorder (disorder)
436665	Bipolar disorder	13746004	Bipolar affective disorder
436665	Bipolar disorder	13746004	Manic-depressive illness
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder (disorder)
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder
37016181	Coronary arteriosclerosis following coronary artery bypass graft	139011000119104	Coronary arteriosclerosis following coronary artery bypass graft
37016181	Coronary arteriosclerosis following coronary artery bypass graft	139011000119104	Coronary arteriosclerosis following coronary artery bypass graft (disorder)
4180636	Cardiac complication of procedure	362999008	Cardiac complication of procedure (disorder)
4180636	Cardiac complication of procedure	362999008	Cardiac complication of procedure
4300243	Postoperative complication	385486001	Postoperative complication
4300243	Postoperative complication	385486001	Postoperative complication (disorder)
46273775	Arterial complication of procedure	709582000	Postprocedural arterial complication
46273775	Arterial complication of procedure	709582000	Arterial complication of procedure
46273775	Arterial complication of procedure	709582000	Arterial complication of procedure (disorder)
439408	Graft complications	230131008	Graft complications (disorder)
439408	Graft complications	230131008	Graft complications
4152913	Severe asthma	370221004	Severe asthma
4152913	Severe asthma	370221004	Severe asthma (disorder)
4250023	Severe major depression with psychotic features	73867007	Severe major depression with psychotic features
4250023	Severe major depression with psychotic features	73867007	Psychotic depression
4250023	Severe major depression with psychotic features	73867007	Severe major depression with psychotic features (disorder)
4154309	Severe recurrent major depression with psychotic features	28475009	Severe recurrent major depression with psychotic features (disorder)
4154309	Severe recurrent major depression with psychotic features	28475009	Severe recurrent major depression with psychotic features
4144233	Severe major depression with psychotic features, mood-congruent	33736005	Severe major depression with psychotic features, mood-congruent
4144233	Severe major depression with psychotic features, mood-congruent	33736005	Severe major depression with psychotic features, mood-congruent (disorder)
4161200	Severe bipolar II disorder	371604007	Severe bipolar II disorder
4161200	Severe bipolar II disorder	371604007	Severe bipolar II disorder (disorder)
4037669	Bipolar II disorder, most recent episode major depressive	16295005	Bipolar II disorder, most recent episode major depressive (disorder)
4037669	Bipolar II disorder, most recent episode major depressive	16295005	Bipolar II disorder, most recent episode major depressive
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features (disorder)
4195158	Severe bipolar disorder with psychotic features	4441000	Severe bipolar disorder with psychotic features
4095039	Dyskaryosis on cervical smear	250538001	Dyskaryosis on cervical smear (finding)
4095039	Dyskaryosis on cervical smear	250538001	Dyskaryosis on cervical smear
4239471	Postpartum depression	58703003	Postpartum depression (disorder)
4239471	Postpartum depression	58703003	Postpartum depression
4239471	Postpartum depression	58703003	Puerperal depression
4217601	Panic disorder with agoraphobia AND moderate panic attacks	8185002	Panic disorder with agoraphobia AND moderate panic attacks
4217601	Panic disorder with agoraphobia AND moderate panic attacks	8185002	Panic disorder with agoraphobia AND moderate panic attacks (disorder)
4353828	Coronary artery finding	251015000	Coronary artery finding (finding)
4353828	Coronary artery finding	251015000	Coronary artery finding
4353828	Coronary artery finding	251015000	Coronary artery observation
4057246	Postpartum psychosis	18260003	Postpartum psychosis (disorder)
4057246	Postpartum psychosis	18260003	Postpartum psychosis
4057246	Postpartum psychosis	18260003	Postnatal psychosis
4247802	Muscular dystrophy	73297009	Progressive muscular dystrophy
4247802	Muscular dystrophy	73297009	PMD - Progressive muscular dystrophy
4247802	Muscular dystrophy	73297009	Muscular dystrophy
4247802	Muscular dystrophy	73297009	Muscular dystrophy (disorder)
4247802	Muscular dystrophy	73297009	MD - Muscular dystrophy
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder (disorder)
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder
380097	Diabetic macular edema	312912001	Diabetic macular edema
380097	Diabetic macular edema	312912001	Macular oedema due to diabetes mallitus
380097	Diabetic macular edema	312912001	Macular oedema co-occurrent and due to diabetes mellitus
380097	Diabetic macular edema	312912001	Macular edema due to diabetes mellitus
380097	Diabetic macular edema	312912001	Macular edema co-occurrent and due to diabetes mellitus (disorder)
380097	Diabetic macular edema	312912001	Diabetic macular oedema
380097	Diabetic macular edema	312912001	Macular edema co-occurrent and due to diabetes mellitus
4041283	General finding of observation of patient	118222006	General observation of patient
4041283	General finding of observation of patient	118222006	General finding of observation of patient
4041283	General finding of observation of patient	118222006	General finding of observation of patient (finding)
4041283	General finding of observation of patient	118222006	General condition of patient
440383	Depressive disorder	35489007	Depressive episode
440383	Depressive disorder	35489007	Depressive disorder
440383	Depressive disorder	35489007	Depression
440383	Depressive disorder	35489007	Depressed
440383	Depressive disorder	35489007	Mood disorder of depressed type
440383	Depressive disorder	35489007	Depressive disorder (disorder)
440383	Depressive disorder	35489007	Depressive illness
4121417	Severe birth asphyxia, APGAR 0-3	287985008	Severe birth asphyxia, APGAR 0-3
4121417	Severe birth asphyxia, APGAR 0-3	287985008	Severe birth asphyxia, APGAR 0-3 (disorder)
317009	Asthma	195967001	Airway hyperreactivity
317009	Asthma	195967001	Bronchial hyperreactivity
317009	Asthma	195967001	BHR - Bronchial hyperreactivity
317009	Asthma	195967001	Asthma (disorder)
317009	Asthma	195967001	Bronchial hyperresponsiveness
317009	Asthma	195967001	Hyperreactive airway disease
317009	Asthma	195967001	Bronchial asthma
317009	Asthma	195967001	Asthmatic
317009	Asthma	195967001	Asthma
317009	Asthma	195967001	Bronchial hypersensitivity
321683	Transitory tachypnea of newborn	7550008	TTN - Transient tachypnoea of newborn
321683	Transitory tachypnea of newborn	7550008	Newborn transitory tachypnea
321683	Transitory tachypnea of newborn	7550008	Idiopathic tachypnoea of newborn
321683	Transitory tachypnea of newborn	7550008	Transitory tachypnoea of newborn
321683	Transitory tachypnea of newborn	7550008	Tachypnoea resolving about 6 hours postnatally
321683	Transitory tachypnea of newborn	7550008	Transitory tachypnea of newborn (disorder)
321683	Transitory tachypnea of newborn	7550008	Wet lung syndrome in newborn
321683	Transitory tachypnea of newborn	7550008	TTN - Transient tachypnea of newborn
321683	Transitory tachypnea of newborn	7550008	Transitory tachypnea of newborn
321683	Transitory tachypnea of newborn	7550008	Newborn transitory tachypnoea
321683	Transitory tachypnea of newborn	7550008	Transient tachypnea of newborn
321683	Transitory tachypnea of newborn	7550008	Transient tachypnoea of newborn
321683	Transitory tachypnea of newborn	7550008	Tachypnea resolving about 6 hours postnatally
321683	Transitory tachypnea of newborn	7550008	Idiopathic tachypnea of newborn
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4250023	Severe major depression with psychotic features	73867007	Severe major depression with psychotic features
4250023	Severe major depression with psychotic features	73867007	Psychotic depression
4250023	Severe major depression with psychotic features	73867007	Severe major depression with psychotic features (disorder)
43531624	Severe recurrent major depression	281000119103	Severe recurrent major depression
43531624	Severe recurrent major depression	281000119103	Severe recurrent major depression (disorder)
4195043	Proliferative diabetic retinopathy - high risk	312907002	High risk proliferative retinopathy
4195043	Proliferative diabetic retinopathy - high risk	312907002	High risk proliferative diabetic retinopathy
4195043	Proliferative diabetic retinopathy - high risk	312907002	Proliferative diabetic retinopathy - high risk (disorder)
4195043	Proliferative diabetic retinopathy - high risk	312907002	Proliferative diabetic retinopathy - high risk
4195043	Proliferative diabetic retinopathy - high risk	312907002	High risk PDR
4291798	Hypokinesis of cardiac wall	37706002	Hypokinesis of cardiac wall
4291798	Hypokinesis of cardiac wall	37706002	Hypokinesis of cardiac wall (finding)
4171683	Sinus bradycardia	49710005	Sinus bradycardia
4171683	Sinus bradycardia	49710005	Sinus bradycardia (disorder)
4202468	Biliary tract dysplasia	308861002	Biliary tract dysplasia (disorder)
4202468	Biliary tract dysplasia	308861002	Biliary tract dysplasia
4202469	Pancreatic duct dysplasia	308865006	Pancreatic duct dysplasia
4202469	Pancreatic duct dysplasia	308865006	Pancreatic duct dysplasia (disorder)
438386	Carcinoma in situ of vulva	92802003	Carcinoma in situ of vulva
438386	Carcinoma in situ of vulva	92802003	Cancer in situ of vulva
438386	Carcinoma in situ of vulva	92802003	Carcinoma in situ of vulva (disorder)
4221231	Vulval intraepithelial neoplasia	399933001	Vulval intraepithelial neoplasia (VIN)
4221231	Vulval intraepithelial neoplasia	399933001	Vulval intraepithelial neoplasia (disorder)
4221231	Vulval intraepithelial neoplasia	399933001	Vulval intraepithelial neoplasia
4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001	Severe bipolar disorder with psychotic features, mood-congruent
4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001	Severe bipolar disorder with psychotic features, mood-congruent (disorder)
436386	Severe depressed bipolar I disorder with psychotic features	59617007	Severe depressed bipolar I disorder with psychotic features (disorder)
436386	Severe depressed bipolar I disorder with psychotic features	59617007	Severe bipolar I disorder, most recent episode depressed with psychotic features
436386	Severe depressed bipolar I disorder with psychotic features	59617007	Severe depressed bipolar I disorder with psychotic features
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4204807	Esophageal dysplasia	308857008	Esophageal dysplasia (disorder)
4204807	Esophageal dysplasia	308857008	Esophageal dysplasia
4204807	Esophageal dysplasia	308857008	Oesophageal dysplasia
4287542	Crushing injury of abdomen	68565009	Crushing injury of abdomen
4287542	Crushing injury of abdomen	68565009	Crush injury of abdomen
4287542	Crushing injury of abdomen	68565009	Crushing injury of abdomen (disorder)
4287542	Crushing injury of abdomen	68565009	Crushed abdomen
4287542	Crushing injury of abdomen	68565009	Crushing of abdomen
4169252	Internal injury of abdominal organs	49011004	Injury of intra-abdominal organs
4169252	Internal injury of abdominal organs	49011004	Injury of abdominal viscera
4169252	Internal injury of abdominal organs	49011004	Internal injury of abdominal organs (disorder)
4169252	Internal injury of abdominal organs	49011004	Internal injury of abdomen
4169252	Internal injury of abdominal organs	49011004	Internal injury of abdominal organs
4211231	Panic disorder without agoraphobia	56576003	Panic disorder without agoraphobia (disorder)
4211231	Panic disorder without agoraphobia	56576003	Panic disorder without agoraphobia
4312226	Autosomal recessive hereditary disorder	85995004	Autosomal recessive hereditary disorder (disorder)
4312226	Autosomal recessive hereditary disorder	85995004	Hereditary disorder trait (autosomal)
4312226	Autosomal recessive hereditary disorder	85995004	Autosomal recessive hereditary disorder
4312226	Autosomal recessive hereditary disorder	85995004	Recessive hereditary disorder (autosomal)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease (disorder)
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency disease
29783	Severe combined immunodeficiency disease	31323000	SCID
29783	Severe combined immunodeficiency disease	31323000	SCID - Severe combined immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Combined T-cell and B-cell immunodeficiency
29783	Severe combined immunodeficiency disease	31323000	Severe combined immunodeficiency
4318992	Corneal scar	95726001	Corneal scar
4318992	Corneal scar	95726001	Corneal scar (disorder)
4013842	RBC count low	165423001	RBC count low
4013842	RBC count low	165423001	Red blood cell count low (finding)
4013842	RBC count low	165423001	Red blood cell count low
4028244	Chronic disease of cardiovascular system	128292002	Chronic disorder of cardiovascular system
4028244	Chronic disease of cardiovascular system	128292002	Chronic disease of cardiovascular system (disorder)
4028244	Chronic disease of cardiovascular system	128292002	Chronic disease of cardiovascular system
4013074	Hemoglobin low	165397008	Haemoglobin low
4013074	Hemoglobin low	165397008	Hemoglobin low (finding)
4013074	Hemoglobin low	165397008	Hemoglobin low
4138837	Pericarditis	3238004	Pericarditis
4138837	Pericarditis	3238004	Pericarditis (disorder)
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder (disorder)
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder (disorder)
4155798	Severe bipolar disorder	371600003	Severe bipolar disorder
4100475	Maple syrup urine disease	27718001	Maple syrup urine disease
4100475	Maple syrup urine disease	27718001	MSUD - Maple syrup urine disease
4100475	Maple syrup urine disease	27718001	Maple syrup urine disease (disorder)
4100475	Maple syrup urine disease	27718001	Ketoacidemia
4100475	Maple syrup urine disease	27718001	Branched chain ketoacid dehydrogenase deficiency
4100475	Maple syrup urine disease	27718001	Oxo-acid decarboxylase deficiency
4100475	Maple syrup urine disease	27718001	Branched-chain alpha-keto acid dehydrogenase deficiency
4100475	Maple syrup urine disease	27718001	MSUD
4100475	Maple syrup urine disease	27718001	Branched chain ketoaciduria
4100475	Maple syrup urine disease	27718001	BCKD - Branched chain alpha-ketoacid dehydrogenase deficiency
4100475	Maple syrup urine disease	27718001	Ketoacid decarboxylase deficiency
4100475	Maple syrup urine disease	27718001	BCKD deficiency
4100475	Maple syrup urine disease	27718001	Ketoacidaemia
4050252	Gastric dysplasia	20915006	Gastric dysplasia
4050252	Gastric dysplasia	20915006	Gastric dysplasia (disorder)
4050252	Gastric dysplasia	20915006	Stomach dysplasia
4204813	Dysplasia of rectum	308875009	Dysplasia of rectum (disorder)
4204813	Dysplasia of rectum	308875009	Dysplasia of rectum
4147466	Panic disorder with agoraphobia	35607004	Panic disorder with agoraphobia (disorder)
4147466	Panic disorder with agoraphobia	35607004	Panic disorder with agoraphobia
4204811	Dysplasia of colon	308870004	Dysplasia of colon
4204811	Dysplasia of colon	308870004	Dysplasia of colon (disorder)
255573	Chronic obstructive lung disease	13645005	Chronic airflow limitation
255573	Chronic obstructive lung disease	13645005	COLD - Chronic obstructive lung disease
255573	Chronic obstructive lung disease	13645005	Chronic obstructive pulmonary disease
255573	Chronic obstructive lung disease	13645005	Chronic obstructive lung disease
255573	Chronic obstructive lung disease	13645005	Chronic obstructive airway disease
255573	Chronic obstructive lung disease	13645005	COPD - Chronic obstructive pulmonary disease
255573	Chronic obstructive lung disease	13645005	Chronic obstructive lung disease (disorder)
255573	Chronic obstructive lung disease	13645005	CAL - Chronic airflow limitation
255573	Chronic obstructive lung disease	13645005	Chronic airway obstruction
255573	Chronic obstructive lung disease	13645005	CAFL - Chronic airflow limitation
255573	Chronic obstructive lung disease	13645005	COAD - Chronic obstructive airways disease
255573	Chronic obstructive lung disease	13645005	Chronic airflow obstruction
255573	Chronic obstructive lung disease	13645005	Chronic airway disease
255573	Chronic obstructive lung disease	13645005	Chronic irreversible airway obstruction
255573	Chronic obstructive lung disease	13645005	CAO - Chronic airflow obstruction
4230147	Hereditary factor IX deficiency disease with inhibitor	438372000	Hereditary factor IX deficiency disease with inhibitor
4230147	Hereditary factor IX deficiency disease with inhibitor	438372000	Hereditary factor IX deficiency disease with inhibitor (disorder)
4230147	Hereditary factor IX deficiency disease with inhibitor	438372000	Hemophilia B with inhibitor
4230147	Hereditary factor IX deficiency disease with inhibitor	438372000	Haemophilia B with inhibitor
4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009	Global deterioration scale finding for assessment of primary degenerative dementia (finding)
4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009	Global deterioration scale finding for assessment of primary degenerative dementia
4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009	Global deterioration scale finding for assessment of primary degenerative dementia (finding)
4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009	Global deterioration scale finding for assessment of primary degenerative dementia
4290333	Macular retinal edema	37231002	Macular oedema
4290333	Macular retinal edema	37231002	Macular retinal edema
4290333	Macular retinal edema	37231002	Macular edema
4290333	Macular retinal edema	37231002	Macular retinal edema (disorder)
4290333	Macular retinal edema	37231002	Macular retinal oedema
4218407	Myotubular myopathy	82077006	Myotubular myopathy (disorder)
4218407	Myotubular myopathy	82077006	Myotubular myopathy
4218407	Myotubular myopathy	82077006	Centronuclear myopathy
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnoea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding (finding)
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnoea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding (finding)
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnoea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding (finding)
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnoea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg dyspnea scale finding
4219740	Borg Breathlessness Score finding	397702004	Borg Breathlessness Score finding (finding)
140673	Hypothyroidism	40930008	Hypothyroidism (disorder)
140673	Hypothyroidism	40930008	Hypothyroidism
140673	Hypothyroidism	40930008	Hypothyroid
4248020	Graft rejection	72627004	Cellular graft rejection
4248020	Graft rejection	72627004	Immunologic graft rejection
4248020	Graft rejection	72627004	Graft rejection (finding)
4248020	Graft rejection	72627004	Graft rejection
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus (disorder)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative diabetic retinopathy
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe NPDR (nonproliferative diabetic retinopathy)
4269871	Very severe nonproliferative diabetic retinopathy	399876000	Very severe nonproliferative retinopathy co-occurrent and due to diabetes mellitus
4132144	Severe mood disorder with psychotic features	26516009	Severe mood disorder with psychotic features
4132144	Severe mood disorder with psychotic features	26516009	Severe mood disorder with psychotic features (disorder)
436073	Psychotic disorder	69322001	Psychotic disorder (disorder)
436073	Psychotic disorder	69322001	Psychotic disorder
436073	Psychotic disorder	69322001	Psychosis
4287262	Maroteaux-Lamy syndrome	69463008	Mucopolysaccharidosis type VI
4287262	Maroteaux-Lamy syndrome	69463008	Maroteaux-Lamy syndrome
