concept_id	concept_name	concept_code
36676516	Severe intellectual disability, short stature, behavioural abnormalities, facial dysmorphism syndrome	773419004
36676518	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	773421009
36676520	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	773423007
36676624	Severe intellectual disability, poor language, strabismus, grimacing face, long fingers syndrome	773551001
36676628	Severe neurodegenerative syndrome due to BSCL2, seipin lipid droplet biogenesis associated deficiency	773555005
36676676	Frontonasal dysplasia, severe microphthalmia, severe facial clefting syndrome	773628009
36676682	Congenital cataract, hearing loss, severe developmental delay syndrome	773648002
36676691	Hypogonadotropic hypogonadism, severe microcephaly, sensorineural hearing loss, dysmorphism syndrome	773665006
36676854	Severe intellectual disability, progressive postnatal microcephaly, midline stereotypic hand movements syndrome	774149004
36676897	Intellectual disability, severe speech delay, mild dysmorphism syndrome	774203000
36683388	Acute gastric erosion associated with severe burn	781203005
36684328	Acute severe exacerbation of allergic asthma	782513000
37394658	Severe sepsis	1036671000000106
37395946	Distal arthrogryposis type 4	715575001
37396153	Localized severe aggressive periodontitis	715860003
37396171	Severe acute respiratory syndrome of upper respiratory tract	715882005
37396241	Severe combined immunodeficiency due to DCLRE1C deficiency	715982006
37397461	T-cell negative B-cell positive severe combined immunodeficiency due to JAK3 deficiency	718107000
37397428	Generalized severe chronic periodontitis	718061004
37397431	Generalized severe aggressive periodontitis	718065008
37395693	Neonatal severe primary hyperparathyroidism	715218009
37395738	Localized severe chronic periodontitis	715287007
37399018	Severe combined immunodeficiency due to deoxyribonucleic acid dependent protein kinase catalytic subunit deficiency	716871006
37396748	Severe early childhood onset retinal dystrophy	716663009
37399469	RAVINE syndrome	715794009
36713453	Familial hypomagnesemia hypercalciuria nephrocalcinosis with severe ocular involvement	717787005
36716314	Agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	722281001
36713480	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	717821004
36717092	Moderately severe depression	719593009
36717389	Moderately severe major depression single episode	720453001
36714182	Spondylometaphyseal dysplasia Schmidt type	719304005
36717427	Severe combined immunodeficiency, microcephaly, growth retardation, sensitivity to ionizing radiation syndrome	720853005
36714389	Moderately severe major depression	719592004
36716406	Severe fever with thrombocytopenia syndrome virus	722401001
36714998	Moderately severe recurrent major depression	720452006
36716264	Severe X-linked intellectual disability Gustavson type	722213009
36713881	X-linked severe congenital neutropenia	718882006
36713552	Severe nutritional wasting in infancy childhood and adolescence	717926005
36717648	Severe nutritional stunting in infancy childhood and adolescence	717930008
36713554	Severe acute malnutrition in infancy childhood and adolescence	717928006
36714925	Severe T-cell immunodeficiency, congenital alopecia, nail dystrophy syndrome	720345008
36716263	Severe X-linked mitochondrial encephalomyopathy	722212004
36713570	BRESEK syndrome	717945001
36716162	Severe combined immunodeficiency with hypereosinophilia	722067005
37109054	Severe major depressive disorder co-occurrent with anxiety single episode	16266991000119108
37116845	Acute severe refractory exacerbation of asthma	733858005
37108580	Severe controlled persistent asthma	10675391000119101
37108581	Severe uncontrolled persistent asthma	10675751000119107
37118973	Severe intellectual disability, epilepsy, anal anomaly, distal phalangeal hypoplasia syndrome	723676007
42537570	Severe acquired hearing loss	737049003
42536648	Acute severe exacerbation of asthma co-occurrent and due to allergic asthma	735587000
761947	Recurrent severe manic episodes	22981000119106
761053	Severe nonproliferative retinopathy due to diabetes mellitus type 2	138941000119105
765373	Severe nonproliferative retinopathy due to diabetes mellitus type 1	138901000119108
765653	Severe dementia	428351000124105
762805	Severe myoclonic epilepsy in infancy, non-refractory	432161000124109
762806	Severe myoclonic epilepsy in infancy, refractory	432171000124102
765829	Severe medical complication	432631000124108
764982	Severe left ventricular systolic dysfunction	991000124109
45769438	Acute severe exacerbation of asthma	708090002
37109055	Severe pediatric obstructive sleep apnea	16275741000119100
37110923	Severe congenital hypochromic anemia with ringed sideroblasts	725463007
37110117	Laminopathy type Decaudain Vigouroux	724205009
37110712	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	725033008
37109841	Severe generalized recessive dystrophic epidermolysis bullosa	723716009
37110772	Temple Baraitser syndrome	725140007
42538695	Hemodynamically insignificant ventricular septal defect	762460002
42535006	Severe hypoxic ischemic encephalopathy of newborn	134811000119108
37018860	Severe obesity	83911000119104
42539192	Severe obesity complicating pregnancy	15750121000119108
35608121	T cell negative B cell positive severe combined immunodeficiency due to gamma chain deficiency	765145001
35609824	Recurrent reactive depressive episodes, severe, with psychosis	1086471000000103
35610097	Recurrent depression with current severe episode and psychotic features	1089511000000100
35610108	Recurrent depression with current severe episode without psychotic features	1089631000000109
35610115	Profound intellectual development disorder with significant impairment of behaviour	1089711000000107
35610118	Severe intellectual development disorder without significant impairment of behaviour	1089741000000108
35610119	Severe intellectual development disorder with significant impairment of behaviour	1089751000000106
35610120	Severe intellectual development disorder with minimal impairment of behaviour	1089761000000109
35610121	Severe intellectual development disorder with impairment of behaviour	1089771000000102
35610122	Moderate intellectual development disorder without significant impairment of behaviour	1089781000000100
35610123	Moderate intellectual development disorder with significant impairment of behaviour	1089791000000103
35610126	Mild intellectual development disorder without significant impairment of behaviour	1089831000000105
35610127	Mild intellectual development disorder with significant impairment of behaviour	1089841000000101
35610517	Intellectual development disorder without significant impairment of behaviour	1094001000000106
35610518	Intellectual development disorder with significant impairment of behaviour	1094011000000108
35615152	Recurrent severe major depressive disorder co-occurrent with anxiety	16264821000119108
35622315	Hypotonia, speech impairment, severe cognitive delay syndrome	763722004
35622408	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	763893008
35622667	Severe bodily distress disorder	764785006
35622934	Psychosis and severe depression co-occurrent and due to bipolar affective disorder	765176007
35624205	Severe lateral tibial bowing with short stature	766819001
35624312	Severe early-onset axonal neuropathy due to mitofusin 2 deficiency	766977007
35625988	Severe midline deviation of maxillary tooth position to left	769114005
35626013	Severe midline deviation of maxillary tooth position to right	769143002
439260	Single major depressive episode, severe, without mention of psychosis	191603006
44805544	Single major depressive episode, severe	764631000000108
44794370	[X]Severe depressive episode without psychotic symptoms	397701000000102
44794371	[X]Severe depressive episode with psychotic symptoms	397711000000100
44802263	Severe acquired hearing loss	525781000000108
439243	Bipolar affective disorder, currently depressed, severe, with psychosis	191632009
4068240	X-linked severe combined immunodeficiency	203592006
4186542	O/E - right eye clinically significant macular edema	414908005
4212435	O/E - left eye clinically significant macular edema	414892004
