modified_concept_id	modified_concept_name	modified_concept_code	parent_concept_id	parent_concept_name	parent_concept_code
4160791	Severe thrombus	373143004	4041283	General finding of observation of patient	118222006
4149321	Severe depression	310497006	440383	Depressive disorder	35489007
4153452	Severe birth asphyxia - apgar score less than 4 at 1 minute	268829008	4121417	Severe birth asphyxia, APGAR 0-3	287985008
4152913	Severe asthma	370221004	317009	Asthma	195967001
4172871	Severe transient tachypnea of newborn	276532007	321683	Transitory tachypnea of newborn	7550008
4163402	SCID due to absent IL-2 production	45390000	29783	Severe combined immunodeficiency disease	31323000
4154309	Severe recurrent major depression with psychotic features	28475009	4250023	Severe major depression with psychotic features	73867007
4154309	Severe recurrent major depression with psychotic features	28475009	43531624	Severe recurrent major depression	281000119103
4164632	Very severe proliferative diabetic retinopathy	399865004	4195043	Proliferative diabetic retinopathy - high risk	312907002
4162728	Severe hypokinesis of cardiac wall	371870001	4291798	Hypokinesis of cardiac wall	37706002
4169261	Severe sinus bradycardia	49044005	4171683	Sinus bradycardia	49710005
4205667	Severe biliary tract dysplasia	308864005	4202468	Biliary tract dysplasia	308861002
4205668	Severe pancreatic duct dysplasia	308868008	4202469	Pancreatic duct dysplasia	308865006
4174575	Vulval intraepithelial neoplasia grade 3	276875006	438386	Carcinoma in situ of vulva	92802003
4174575	Vulval intraepithelial neoplasia grade 3	276875006	4221231	Vulval intraepithelial neoplasia	399933001
4182998	Severe depressed bipolar I disorder with psychotic features, mood-congruent	54761006	4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001
4182998	Severe depressed bipolar I disorder with psychotic features, mood-congruent	54761006	436386	Severe depressed bipolar I disorder with psychotic features	59617007
4177663	SCID due to absent T cell receptor	49555001	29783	Severe combined immunodeficiency disease	31323000
4205664	Severe esophageal dysplasia	308860001	4204807	Esophageal dysplasia	308857008
4176571	Severe crushing injury of abdominal organs	48944001	4287542	Crushing injury of abdomen	68565009
4176571	Severe crushing injury of abdominal organs	48944001	4169252	Internal injury of abdominal organs	49011004
4182119	Panic disorder without agoraphobia with severe panic attacks	43150009	4211231	Panic disorder without agoraphobia	56576003
4179989	Autosomal recessive SCID	362993009	4312226	Autosomal recessive hereditary disorder	85995004
4179989	Autosomal recessive SCID	362993009	29783	Severe combined immunodeficiency disease	31323000
4195494	Visually significant corneal scar	314005007	4318992	Corneal scar	95726001
4183718	Pericarditis associated with severe chronic anemia	43742007	4013842	RBC count low	165423001
4183718	Pericarditis associated with severe chronic anemia	43742007	4028244	Chronic disease of cardiovascular system	128292002
4183718	Pericarditis associated with severe chronic anemia	43742007	4013074	Hemoglobin low	165397008
4183718	Pericarditis associated with severe chronic anemia	43742007	4138837	Pericarditis	3238004
4195158	Severe bipolar disorder with psychotic features	4441000	4155798	Severe bipolar disorder	371600003
4200385	Severe bipolar disorder without psychotic features	53049002	4155798	Severe bipolar disorder	371600003
4203915	Classical maple syrup urine disease	54064006	4100475	Maple syrup urine disease	27718001
4204027	Severe stomach dysplasia	308856004	4050252	Gastric dysplasia	20915006
4204032	Severe dysplasia of rectum	308879003	4204813	Dysplasia of rectum	308875009
4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004	4147466	Panic disorder with agoraphobia	35607004
4202471	Severe dysplasia of colon	308873002	4204811	Dysplasia of colon	308870004
4209097	Severe chronic obstructive pulmonary disease	313299006	255573	Chronic obstructive lung disease	13645005
4209366	Severe hereditary factor IX deficiency disease with inhibitor	440866009	4230147	Hereditary factor IX deficiency disease with inhibitor	438372000
4236296	GDS level 6 - severe cognitive decline	407634002	4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009
4236297	GDS level 7 - very severe cognitive decline	407635001	4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009
4195046	Clinically significant macular edema	312911008	4290333	Macular retinal edema	37231002
4188224	Severe x-linked myotubular myopathy	46804001	4218407	Myotubular myopathy	82077006
4223035	Borg Breathlessness Score: 4 somewhat severe	401282007	4219740	Borg Breathlessness Score finding	397702004
4223036	Borg Breathlessness Score: 5 severe	401284008	4219740	Borg Breathlessness Score finding	397702004
4223037	Borg Breathlessness Score: 7 very severe	401290007	4219740	Borg Breathlessness Score finding	397702004
4223038	Borg Breathlessness Score: 8 very severe	401291006	4219740	Borg Breathlessness Score finding	397702004
4223217	Severe hypothyroidism	83986005	140673	Hypothyroidism	40930008
4230765	Acute cellular graft rejection	40442005	4248020	Graft rejection	72627004
4221962	Very severe nonproliferative diabetic retinopathy with no macular edema	399863006	4269871	Very severe nonproliferative diabetic retinopathy	399876000
4239453	Severe mood disorder with psychotic features, mood-congruent	58647003	4132144	Severe mood disorder with psychotic features	26516009
4239453	Severe mood disorder with psychotic features, mood-congruent	58647003	436073	Psychotic disorder	69322001
4238503	Maroteaux-Lamy syndrome, severe form	58263000	4287262	Maroteaux-Lamy syndrome	69463008
4243153	Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in full remission	38328002	4245974	Panic disorder with agoraphobia AND panic attacks in full remission	59923000
4217940	Severe bipolar II disorder, most recent episode major depressive without psychotic features	81319007	4161200	Severe bipolar II disorder	371604007
4217940	Severe bipolar II disorder, most recent episode major depressive without psychotic features	81319007	4037669	Bipolar II disorder, most recent episode major depressive	16295005
4217940	Severe bipolar II disorder, most recent episode major depressive without psychotic features	81319007	4200385	Severe bipolar disorder without psychotic features	53049002
4216841	SCID due to absent class II HLA antigens	71904008	29783	Severe combined immunodeficiency disease	31323000
4233045	GDS level 5 - moderately severe cognitive decline	407633008	4250116	Global deterioration scale finding for assessment of primary degenerative dementia	407628009
4233565	Severe protein-calorie malnutrition	360549009	4156515	Malnutrition	272588001
4217281	Curling's ulcers	39755000	200447	Gastrointestinal complication	24813008
4217281	Curling's ulcers	39755000	4215084	Stress ulcer	415623008
4259713	Severe hereditary factor VIII deficiency disease without inhibitor	440993008	4207272	Hereditary factor VIII deficiency disease without inhibitor	438360006
4214746	Severe anxiety	80583007	4196358	Panic	79823003
4248125	Severe crushing injury of abdominal organs without open wound into cavity	72739001	4176571	Severe crushing injury of abdominal organs	48944001
4220617	Severe bipolar I disorder, single manic episode with psychotic features	41832009	4195158	Severe bipolar disorder with psychotic features	4441000
4220617	Severe bipolar I disorder, single manic episode with psychotic features	41832009	4154283	Severe bipolar I disorder	371599001
4220640	Borg Breathlessness Score: 6 severe	401286005	4219740	Borg Breathlessness Score finding	397702004
4220641	Borg Breathlessness Score: 9 very, very severe	401292004	4219740	Borg Breathlessness Score finding	397702004
4252417	Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission	74010007	4273699	Panic disorder with agoraphobia AND panic attacks in partial remission	63909006
4262272	Severe bipolar II disorder, most recent episode major depressive, in remission	35722002	4161200	Severe bipolar II disorder	371604007
4262272	Severe bipolar II disorder, most recent episode major depressive, in remission	35722002	4037669	Bipolar II disorder, most recent episode major depressive	16295005
4262272	Severe bipolar II disorder, most recent episode major depressive, in remission	35722002	4310821	Bipolar disorder in remission	85248005
4263378	pT3: Significant invasion of the optic nerve and/or optic coats	396966001	4263298	Retinoblastoma TNM finding	396960007
4263378	pT3: Significant invasion of the optic nerve and/or optic coats	396966001	4234703	pT3 category	90402004
4247774	Hunter's syndrome, severe form	73146005	4323827	Mucopolysaccharidosis, MPS-II	70737009
4269870	Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema	399875001	380096	Proliferative retinopathy with diabetes mellitus	59276001
4269870	Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema	399875001	380097	Diabetic macular edema	312912001
4269871	Very severe nonproliferative diabetic retinopathy	399876000	376683	Nonproliferative diabetic retinopathy	390834004
4242565	Anticipatory anxiety, severe	5874002	4261239	Anticipatory anxiety	35429005
4242734	Powerlessness, severe	59602008	4140981	Feeling powerless	33300005
4246992	Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks	61212007	4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004
4243822	Severe major depression with psychotic features, mood-incongruent	60099002	4250023	Severe major depression with psychotic features	73867007
4247409	Severe crushing injury of abdominal organs with open wound into cavity	60464005	4176571	Severe crushing injury of abdominal organs	48944001
4247409	Severe crushing injury of abdominal organs with open wound into cavity	60464005	4246696	Open crush injury	397182009
4247409	Severe crushing injury of abdominal organs with open wound into cavity	60464005	201996	Internal injury of abdominal organs with open wound into cavity	20784007
4230148	Severe hereditary factor VIII deficiency disease with inhibitor	438373005	4125639	Hereditary factor VIII deficiency disease with inhibitor	234442002
4248811	Healthcare associated severe acute respiratory syndrome	408688009	320651	Severe acute respiratory syndrome	398447004
4248811	Healthcare associated severe acute respiratory syndrome	408688009	4256893	Healthcare associated infectious disease	408678008
4249551	Severe diarrhea	409587002	196523	Diarrhea	62315008
4250023	Severe major depression with psychotic features	73867007	42872722	Severe major depression	450714000
4250023	Severe major depression with psychotic features	73867007	37111697	Major depression with psychotic features	726772006
4261944	Severe hereditary factor IX deficiency disease without inhibitor	441190003	4231189	Hereditary factor IX deficiency disease without inhibitor	438792009
4288370	Severe visual impairment	397541004	4265433	Visual impairment	397540003
4266042	Proliferative diabetic retinopathy - high risk with clinically significant macular edema	399874002	4195043	Proliferative diabetic retinopathy - high risk	312907002
4266042	Proliferative diabetic retinopathy - high risk with clinically significant macular edema	399874002	380097	Diabetic macular edema	312912001
4268894	Acute megaloblastic anemia due to severe illness	62389006	4220697	Acute megaloblastic anemia	82430007
4276347	Mucopolysaccharidosis, MPS-I-H	65327002	4294142	Mucopolysaccharidosis, MPS-I	75610003
4276670	Severe mixed bipolar I disorder with psychotic features, mood-congruent	64731001	4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001
4276670	Severe mixed bipolar I disorder with psychotic features, mood-congruent	64731001	439001	Severe mixed bipolar I disorder with psychotic features	10981006
4283219	Severe bipolar II disorder, most recent episode major depressive, in partial remission	67002003	436072	Bipolar disorder in partial remission	5703000
4283219	Severe bipolar II disorder, most recent episode major depressive, in partial remission	67002003	4262272	Severe bipolar II disorder, most recent episode major depressive, in remission	35722002
4288156	Ozena	69646003	4110489	Chronic atrophic rhinitis	195769008
4290822	Severe nonproliferative diabetic retinopathy with clinically significant macular edema	399872003	35626764	Clinically significant macular edema with diabetes mellitus	770097006
4290822	Severe nonproliferative diabetic retinopathy with clinically significant macular edema	399872003	376114	Severe nonproliferative diabetic retinopathy	312905005
4290823	Very severe nonproliferative diabetic retinopathy with clinically significant macular edema	399877009	35626764	Clinically significant macular edema with diabetes mellitus	770097006
4290823	Very severe nonproliferative diabetic retinopathy with clinically significant macular edema	399877009	4269871	Very severe nonproliferative diabetic retinopathy	399876000
4266637	Severe nonproliferative diabetic retinopathy with no macular edema	399873008	376114	Severe nonproliferative diabetic retinopathy	312905005
4289831	SCID due to absent adenosine deaminase	36980009	29783	Severe combined immunodeficiency disease	31323000
4309492	Severe multiple injuries	213389000	4096313	Multiple injuries	262519004
4307510	Ehlers-Danlos syndrome, type 1	83470009	37395762	Ehlers-Danlos syndrome classic type	715318006
4289751	Severe mood disorder with psychotic features, mood-incongruent	70043001	4132144	Severe mood disorder with psychotic features	26516009
4307664	Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks	83631006	4204708	Panic disorder with agoraphobia AND severe panic attacks	5509004
4312736	Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent	86058007	4220617	Severe bipolar I disorder, single manic episode with psychotic features	41832009
4266511	Mannosidosis, type I	62311004	4277255	Mannosidosis	65524005
4299785	Severe major depression, single episode, with psychotic features, mood-congruent	77911002	4144233	Severe major depression with psychotic features, mood-congruent	33736005
4299785	Severe major depression, single episode, with psychotic features, mood-congruent	77911002	4282096	Major depression, single episode	36923009
4296746	Severe pain	76948002	4329041	Pain	22253000
4298813	Severe hereditary spherocytosis due to spectrin deficiency	77413008	4099224	Hereditary spherocytosis due to spectrin deficiency	25266006
4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001	4132144	Severe mood disorder with psychotic features	26516009
4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001	4195158	Severe bipolar disorder with psychotic features	4441000
4322477	Severe bipolar disorder with psychotic features, mood-congruent	70546001	436073	Psychotic disorder	69322001
4330845	SCID due to absent lymphoid stem cells	22406001	29783	Severe combined immunodeficiency disease	31323000
4330845	SCID due to absent lymphoid stem cells	22406001	4019094	Congenital agammaglobulinemia	116133005
4327337	Severe major depression without psychotic features	75084000	42872722	Severe major depression	450714000
4344043	Severe autosomal recessive muscular dystrophy of childhood - North African type	240056002	4344279	Autosomal recessive muscular dystrophy with abnormal dystrophin-associated glycoprotein	240055003
4048668	Severe cytopenia	123722006	4179922	Cytopenia	50820005
4347293	Severe systemic illness respiratory muscle fatigue	240130007	4043346	Disorder of thorax	118946009
4347293	Severe systemic illness respiratory muscle fatigue	240130007	4031171	Severe systemic illness-induced skeletal muscle wasting	238154003
4345565	Severe scapuloperoneal muscular dystrophy with cardiomyopathy	240077004	321319	Cardiomyopathy	85898001
4345565	Severe scapuloperoneal muscular dystrophy with cardiomyopathy	240077004	4030434	Scapuloperoneal muscular dystrophy	129620000
4246981	No significant drug interactions	408358005	4202797	Drug therapy finding	309298003
40438556	Addisonian crisis	237757001	NA	NA	NA
40432390	X-linked severe combined immunodeficiency	234569003	NA	NA	NA
40426692	[X]Evidence of alcohol involvement determined by level of intoxication, severe alcohol intoxication	223347009	NA	NA	NA
40426693	[X]Evidence of alcohol involvement determined by level of intoxication, very severe alcohol intoxication	223348004	NA	NA	NA
40404993	White asphyxia	206276007	NA	NA	NA
40401443	Infantile malignant osteopetrosis	205502002	NA	NA	NA
40389580	[X]Unspecified severe protein-energy malnutrition	191078000	NA	NA	NA
40398219	Painful menstruation	198404001	NA	NA	NA
40390883	Congenital agranulocytosis NEC	191342002	NA	NA	NA
40389152	Morbid obesity	190967003	NA	NA	NA
40389237	[X]Unspecified mental retardation, significant impairment of behaviour requiring attention or treatment	192559006	NA	NA	NA
40390118	Metachromatic leukodystrophy	192784006	NA	NA	NA
40398180	[X]Severe vaginal dysplasia, not elsewhere classified	198370008	NA	NA	NA
40398208	[X]Severe vulvar dysplasia, not elsewhere classified	198395009	NA	NA	NA
40389182	Severe combined immunodeficiency	190994004	NA	NA	NA
40389198	Severe combined immunodeficiency with short-limbed dwarfism	191007006	NA	NA	NA
40389210	[X]Mild mental retardation, significant impairment of behaviour requiring attention or treatment	192534002	NA	NA	NA
40389215	[X]Moderate mental retardation, significant impairment of behaviour requiring attention or treatment	192539007	NA	NA	NA
40389219	Severe mental retardation, IQ in range 20-34	192542001	NA	NA	NA
40389220	[X]Severe mental retardation with the statement of no, or minimal, impairment of behavior	192543006	NA	NA	NA
40389221	[X]Severe mental retardation, significant impairment of behaviour requiring attention or treatment	192544000	NA	NA	NA
40389222	[X]Severe mental retardation, other impairments of behavior	192545004	NA	NA	NA
40389223	[X]Severe mental retardation without mention of impairment of behaviour	192546003	NA	NA	NA
40389226	[X]Profound mental retardation, significant impairment of behaviour requiring attention or treatment	192549005	NA	NA	NA
40389232	[X]Other mental retardation, significant impairment of behaviour requiring attention or treatment	192554001	NA	NA	NA
40387708	Marasmic kwashiorkor	190596005	NA	NA	NA
40387710	[X]Unspecified severe protein-energy malnutrition	190598006	NA	NA	NA
40394323	PET - Severe pre-eclamptic toxaemia	198981000	NA	NA	NA
40392486	[X]Severe vaginal dysplasia, not elsewhere classified	198601000	NA	NA	NA
40392487	[X]Severe vulvar dysplasia, not elsewhere classified	198602007	NA	NA	NA
40398152	[X]Severe cervical dysplasia, not elsewhere classified	198344007	NA	NA	NA
40388783	[X] Mental and behavioral disorders associated with the puerperium: [severe, not elsewhere classified] or [puerperal psychosis NOS]	192477004	NA	NA	NA
40380307	[X]Other severe and complicated plasmodium falciparum malaria	187503005	NA	NA	NA
40399170	[X]Severe cervical dysplasia, not elsewhere classified	198600004	NA	NA	NA
40388271	[X]Severe depressive episode without psychotic symptoms	192369004	NA	NA	NA
40388272	[X] Single episode of psychotic depression	192370003	NA	NA	NA
40370158	Ozaena	284185003	NA	NA	NA
40388260	[X]Bipolar affective disorder, current episode severe depression without psychotic symptoms	192359005	NA	NA	NA
40388263	Bipolar affective disorder, currently depressed, severe, with psychosis	192361001	NA	NA	NA
40386124	Better eye: severe visual impairment, Lesser eye: near total visual impairment	193715009	NA	NA	NA
40395887	Status asthmaticus NOS	195980003	NA	NA	NA
40395907	Severe chronic obstructive pulmonary disease	195998004	NA	NA	NA
40387315	Addisonian crisis	190522002	NA	NA	NA
40387319	Addisonian crisis	190526004	NA	NA	NA
40355721	Severe hyperemesis gravidarum	270539008	NA	NA	NA
40351326	Congenital neutropenia	267541006	NA	NA	NA
40388280	[X]Depression without psychotic symptoms: [recurrent: [major] or [manic-depressive psychosis, depressed type] or [vital] or [current severe episode]] or [endogenous]	192377000	NA	NA	NA
40388281	[X]Recurrent depressive disorder, current episode severe with psychotic symptoms	192378005	NA	NA	NA
40388325	[X]Other reactions to severe stress	192417008	NA	NA	NA
40388326	[X]Reaction to severe stress, unspecified	192418003	NA	NA	NA
40371867	Severe anxiety (panic)	286544004	NA	NA	NA
40335956	CIN III - severe dyskaryosis	168405008	NA	NA	NA
40353442	[EDTA] Severe nephrotic syndrome with focal sclerosis (paediatric patients only) associated with renal failure	274552005	NA	NA	NA
40356716	[X]Severe depressive episode without psychotic symptoms	268702009	NA	NA	NA
40356718	[X]Severe depressive episode with psychotic symptoms	268704005	NA	NA	NA
40356722	[X]Recurrent depressive disorder, current episode severe without psychotic symptoms	268708008	NA	NA	NA
40356723	[X]Recurrent depressive disorder, current episode severe with psychotic symptoms	268709000	NA	NA	NA
40356742	[X]Severe mental and behavioral disorders associated with the puerperium, not elsewhere classified	268726006	NA	NA	NA
40351261	Corticoadrenal insufficiency	267483004	NA	NA	NA
40351274	Dietary deficiency	267495004	NA	NA	NA
40337632	Recurrent severe hypos	170767002	NA	NA	NA
40361380	Severe mental retardation, IQ in range 20-34	276235008	NA	NA	NA
40322977	Severe birth asphyxia, APGAR 0-3	157104000	NA	NA	NA
40322279	Severe depression	154967000	NA	NA	NA
40321173	Addison's disease	154707007	NA	NA	NA
40321198	Kwashiokor	154730001	NA	NA	NA
40318659	Severe proteinuric hypertension of pregnancy	156110008	NA	NA	NA
40318665	Severe hyperemesis gravidarum	156115003	NA	NA	NA
40322290	Severe mental retardation, IQ in range 20-34	154977003	NA	NA	NA
40316554	Severe chronic obstructive pulmonary disease	155584009	NA	NA	NA
40313874	CIN III - severe dyskaryosis	145597000	NA	NA	NA
40313875	Cervical smear - severe dyskaryosis ? invasive carcinoma	145598005	NA	NA	NA
40313888	Cervical smear - severe inflammation	145609003	NA	NA	NA
40318188	Dysmenorrhoea	156030009	NA	NA	NA
40316546	Status asthmaticus	155577001	NA	NA	NA
40303988	O/E - significantly deaf	141259005	NA	NA	NA
40306231	Symptom severe	139737008	NA	NA	NA
40306232	Symptom very severe	139738003	NA	NA	NA
40300664	Severely abnormal behavior	142722008	NA	NA	NA
4101159	Other severe protein-calorie malnutrition (weight for age less than 60% of standard)	190600000	NA	NA	NA
4098907	Carcinoma in situ of esophagus NOS	189217007	NA	NA	NA
4104389	Better eye: severe visual impairment, Lesser eye: low vision unspecified	193724000	NA	NA	NA
4104393	Lesser eye: severe visual impairment, Better eye: unspecified	193747004	NA	NA	NA
4100376	Unspecified bipolar affective disorder, severe, without mention of psychosis	191650002	NA	NA	NA
4144104	Status asthmaticus NOS	266363006	NA	NA	NA
4102668	Unspecified bipolar affective disorder, severe, with psychosis	191651003	NA	NA	NA
4109117	Better eye: severe visual impairment, Lesser eye: blind, unspecified	193713002	NA	NA	NA
4062547	Severe pre-eclampsia NOS	198987001	NA	NA	NA
4058534	Severe pre-eclampsia unspecified	198982007	NA	NA	NA
432898	Severe intellectual disability	40700009	440389	Mental retardation	91138005
432898	Severe intellectual disability	40700009	40277917	Intellectual disability	110359009
40633330	Stress ulcer of stomach	77282005	NA	NA	NA
439257	Bipolar affective disorder, currently manic, severe, without mention of psychosis	191622002	NA	NA	NA
439258	Recurrent manic episodes, severe without mention of psychosis	191594001	NA	NA	NA
439263	Single manic episode, severe without mention of psychosis	191585007	NA	NA	NA
194201	Liver minor laceration without mention of open wound into cavity	210166002	NA	NA	NA
40631992	Junctional epidermolysis bullosa	76905008	NA	NA	NA
439244	Bipolar affective disorder, currently depressed, severe, without mention of psychosis	191631002	NA	NA	NA
439247	Mixed bipolar affective disorder, severe, without mention of psychosis	191640003	NA	NA	NA
439252	Recurrent major depressive episodes, severe, without mention of psychosis	191612008	NA	NA	NA
40612883	Infantile malignant osteopetrosis	63941000	NA	NA	NA
35622255	Severe combined immunodeficiency due to CTPS1 deficiency	763623001	4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006
35622255	Severe combined immunodeficiency due to CTPS1 deficiency	763623001	4179989	Autosomal recessive SCID	362993009
35622830	SURF1-related Charcot-Marie-Tooth disease type 4	765047006	37396105	Charcot-Marie-Tooth disease type 4	715795005
35622943	Severe combined immunodeficiency due to complete RAG1 and/or RAG2 deficiency	765188009	4100976	Severe combined immunodeficiency with low T- and B-cell numbers	190997006
40560611	Removed from severe mental illness register	390685005	NA	NA	NA
40560612	On severe mental illness register	390686006	NA	NA	NA
35625463	PURA syndrome	768473009	4029498	Seizure disorder	128613002
35625463	PURA syndrome	768473009	40277917	Intellectual disability	110359009
35625535	5q31.3 microdeletion syndrome	768555009	4029498	Seizure disorder	128613002
35625535	5q31.3 microdeletion syndrome	768555009	45771096	Neurodevelopmental disorder	700364009
35625535	5q31.3 microdeletion syndrome	768555009	37111436	Deletion of part of long arm of chromosome 5	726373003
35626043	Severe nonproliferative diabetic retinopathy of right eye	769187006	761559	Retinopathy of right eye	15735161000119106
35626043	Severe nonproliferative diabetic retinopathy of right eye	769187006	376114	Severe nonproliferative diabetic retinopathy	312905005
35626044	Severe nonproliferative diabetic retinopathy of left eye	769188001	765238	Retinopathy of left eye	15735241000119104
35626044	Severe nonproliferative diabetic retinopathy of left eye	769188001	376114	Severe nonproliferative diabetic retinopathy	312905005
35626046	Very severe nonproliferative diabetic retinopathy of right eye	769190000	4269871	Very severe nonproliferative diabetic retinopathy	399876000
35626046	Very severe nonproliferative diabetic retinopathy of right eye	769190000	761559	Retinopathy of right eye	15735161000119106
35626047	Very severe nonproliferative diabetic retinopathy of left eye	769191001	4269871	Very severe nonproliferative diabetic retinopathy	399876000
35626047	Very severe nonproliferative diabetic retinopathy of left eye	769191001	765238	Retinopathy of left eye	15735241000119104
35626071	Clinically significant macular edema of right eye due to diabetes mellitus	769221001	35626764	Clinically significant macular edema with diabetes mellitus	770097006
35626071	Clinically significant macular edema of right eye due to diabetes mellitus	769221001	35626067	Diabetic macular edema of right eye	769217008
35626072	Clinically significant macular edema of left eye due to diabetes mellitus	769222008	35626764	Clinically significant macular edema with diabetes mellitus	770097006
35626072	Clinically significant macular edema of left eye due to diabetes mellitus	769222008	35626068	Diabetic macular edema of left eye	769218003
35626764	Clinically significant macular edema with diabetes mellitus	770097006	4195046	Clinically significant macular edema	312911008
35626764	Clinically significant macular edema with diabetes mellitus	770097006	380097	Diabetic macular edema	312912001
45773067	Bilateral moderate to severe visual impairment	8771000119104	45757571	Bilateral visual impairment	218951000119100
45772124	Severe hearing loss	3561000119106	377889	Hearing loss	15188001
45768912	Exacerbation of severe persistent asthma	707447008	257581	Exacerbation of asthma	281239006
45768912	Exacerbation of severe persistent asthma	707447008	4145356	Severe persistent asthma	426656000
45769442	Acute severe exacerbation of allergic asthma	708095007	45769441	Acute exacerbation of allergic asthma	708093000
45769442	Acute severe exacerbation of allergic asthma	708095007	36684328	Acute severe exacerbation of allergic asthma	782513000
45769443	Acute severe exacerbation of intrinsic asthma	708096008	45769438	Acute severe exacerbation of asthma	708090002
45769443	Acute severe exacerbation of intrinsic asthma	708096008	45773005	Acute exacerbation of intrinsic asthma	708094006
45770554	Significant intellectual development disorder	931001000000105	4085156	Developmental academic disorder	1855002
45769350	Acute severe exacerbation of severe persistent asthma	707979007	45768912	Exacerbation of severe persistent asthma	707447008
45769350	Acute severe exacerbation of severe persistent asthma	707979007	45769438	Acute severe exacerbation of asthma	708090002
45769351	Acute severe exacerbation of moderate persistent asthma	707980005	45769438	Acute severe exacerbation of asthma	708090002
45769351	Acute severe exacerbation of moderate persistent asthma	707980005	46273487	Acute exacerbation of moderate persistent asthma	135171000119106
45769352	Acute severe exacerbation of mild persistent asthma	707981009	46270082	Acute exacerbation of mild persistent asthma	135181000119109
45769352	Acute severe exacerbation of mild persistent asthma	707981009	45769438	Acute severe exacerbation of asthma	708090002
45768730	Severe acute respiratory infection	707224005	4112341	Acute respiratory infections	195647007
45768707	Abutment tooth condition severely compromised, 4 or more sextants	707195006	45768668	Abutment tooth condition finding	707144009
45769833	Severe malnutrition due to type 1 diabetes mellitus	72031000119107	440370	Nutritional marasmus	29740003
45769833	Severe malnutrition due to type 1 diabetes mellitus	72031000119107	435216	Disorder due to type 1 diabetes mellitus	420868002
45769835	Severe malnutrition due to type 2 diabetes mellitus	72051000119101	440370	Nutritional marasmus	29740003
45769835	Severe malnutrition due to type 2 diabetes mellitus	72051000119101	443732	Disorder due to type 2 diabetes mellitus	422014003
45757686	Severe hyperstimulation of ovaries	32591000119103	4309020	Hyperstimulation of ovaries	213201002
45768965	Uncomplicated severe persistent asthma	707513007	45768910	Uncomplicated asthma	707444001
45768965	Uncomplicated severe persistent asthma	707513007	4145356	Severe persistent asthma	426656000
45770280	Severe frailty	925861000000102	4086506	Frailty	248279007
40541325	Metachromatic leukodystrophy	3621006	NA	NA	NA
45773633	Severe alcohol dependence	928151000000102	435243	Alcohol dependence	66590003
40565450	On severe mental illness register	389952009	NA	NA	NA
40547675	Dysmenorrhoea	367433008	NA	NA	NA
40565487	Morbid obesity	389986000	NA	NA	NA
40544275	Status asthmaticus	36979006	NA	NA	NA
40534112	Infantile malignant osteopetrosis	360504006	NA	NA	NA
40500115	Dysmenorrhea	29837005	NA	NA	NA
40515654	Severe protein-calorie malnutrition (Gomez: less than 60% of standard weight)	30773007	NA	NA	NA
40503785	Patient suffering from severe ment impairment under MHA 1983	303003002	NA	NA	NA
40454931	Vulval intraepithelial neoplasia grade 3	252992002	NA	NA	NA
46273014	Spinal muscular atrophy with respiratory distress type 1	711483003	4046079	Distal spinal muscular atrophy	230247001
46273014	Spinal muscular atrophy with respiratory distress type 1	711483003	4312226	Autosomal recessive hereditary disorder	85995004
46269944	Severe sepsis with acute organ dysfunction due to Chromobacterium	1092571000119109	4031168	Sepsis-associated organ dysfunction	238151006
46269945	Severe sepsis with acute organ dysfunction due to coagulase negative Staphylococcus	1092581000119107	4031168	Sepsis-associated organ dysfunction	238151006
46269946	Severe sepsis with acute organ dysfunction due to Enterococcus	1092591000119105	4031168	Sepsis-associated organ dysfunction	238151006
46269947	Severe sepsis with acute organ dysfunction due to Group A streptococcus	1092631000119105	4031168	Sepsis-associated organ dysfunction	238151006
46269948	Severe sepsis with acute organ dysfunction due to Group B streptococcus	1092641000119101	4031168	Sepsis-associated organ dysfunction	238151006
46274059	Acute severe exacerbation of severe persistent allergic asthma	10675471000119109	46269770	Severe persistent allergic asthma	10675431000119106
46274059	Acute severe exacerbation of severe persistent allergic asthma	10675471000119109	45769350	Acute severe exacerbation of severe persistent asthma	707979007
46274059	Acute severe exacerbation of severe persistent allergic asthma	10675471000119109	36684328	Acute severe exacerbation of allergic asthma	782513000
46274081	Severe sepsis with acute organ dysfunction due to Gram-positive bacteria	1092611000119100	4031168	Sepsis-associated organ dysfunction	238151006
46274124	Acute severe exacerbation of mild persistent allergic asthma	10675911000119109	46269776	Mild persistent allergic asthma	10675871000119106
